Run	SRA_Experiment	BioSample	geo_accession	title	sample_id	tissue	who_grade	recurrence_status	top_label	origin	sample_type
SRR27388611	SRX23064863	SAMN39203544	GSM7998839	MNG196		brain			Tumor	brain and CNS	meningioma
SRR27388610	SRX23064864	SAMN39203543	GSM7998840	MNG197		brain			Tumor	brain and CNS	meningioma
SRR27388609	SRX23064865	SAMN39203542	GSM7998841	MNG198		brain			Tumor	brain and CNS	meningioma
SRR27388608	SRX23064866	SAMN39203541	GSM7998842	MNG199		brain			Tumor	brain and CNS	meningioma
SRR27388607	SRX23064867	SAMN39203540	GSM7998843	MNG200		brain			Tumor	brain and CNS	meningioma
SRR27388606	SRX23064868	SAMN39203539	GSM7998844	MNG201		brain			Tumor	brain and CNS	meningioma
SRR27388605	SRX23064869	SAMN39203538	GSM7998845	MNG202		brain			Tumor	brain and CNS	meningioma
SRR27388604	SRX23064870	SAMN39203537	GSM7998846	MNG203		brain			Tumor	brain and CNS	meningioma
SRR27388555	SRX23064919	SAMN39203536	GSM7998847	MNG204		brain			Tumor	brain and CNS	meningioma
SRR27388554	SRX23064920	SAMN39203535	GSM7998848	MNG205		brain			Tumor	brain and CNS	meningioma
SRR27388553	SRX23064921	SAMN39203534	GSM7998849	MNG206		brain			Tumor	brain and CNS	meningioma
SRR27388552	SRX23064922	SAMN39203533	GSM7998850	MNG207		brain			Tumor	brain and CNS	meningioma
SRR27388551	SRX23064923	SAMN39203532	GSM7998851	MNG208		brain			Tumor	brain and CNS	meningioma
SRR27388550	SRX23064924	SAMN39203531	GSM7998852	MNG209		brain			Tumor	brain and CNS	meningioma
SRR27388549	SRX23064925	SAMN39203530	GSM7998853	MNG210		brain			Tumor	brain and CNS	meningioma
SRR27388548	SRX23064926	SAMN39203529	GSM7998854	MNG211		brain			Tumor	brain and CNS	meningioma
SRR27388547	SRX23064927	SAMN39203528	GSM7998855	MNG212		brain			Tumor	brain and CNS	meningioma
SRR27388546	SRX23064928	SAMN39203527	GSM7998856	MNG213		brain			Tumor	brain and CNS	meningioma
SRR27388545	SRX23064929	SAMN39203526	GSM7998857	MNG214		brain			Tumor	brain and CNS	meningioma
SRR27388544	SRX23064930	SAMN39203525	GSM7998858	MNG215		brain			Tumor	brain and CNS	meningioma
SRR27388543	SRX23064931	SAMN39203524	GSM7998859	MNG216		brain			Tumor	brain and CNS	meningioma
SRR27388542	SRX23064932	SAMN39203523	GSM7998860	MNG217		brain			Tumor	brain and CNS	meningioma
SRR27388541	SRX23064933	SAMN39203522	GSM7998861	MNG218		brain			Tumor	brain and CNS	meningioma
SRR27388540	SRX23064934	SAMN39203521	GSM7998862	MNG219		brain			Tumor	brain and CNS	meningioma
SRR27388486	SRX23064709	SAMN39203520	GSM7998863	MNG220		brain			Tumor	brain and CNS	meningioma
SRR27388485	SRX23064710	SAMN39203519	GSM7998864	MNG221		brain			Tumor	brain and CNS	meningioma
SRR27388484	SRX23064711	SAMN39203518	GSM7998865	MNG222		brain			Tumor	brain and CNS	meningioma
SRR27388483	SRX23064712	SAMN39203517	GSM7998866	MNG223		brain			Tumor	brain and CNS	meningioma
SRR27388482	SRX23064713	SAMN39203516	GSM7998867	MNG224		brain			Tumor	brain and CNS	meningioma
SRR27388481	SRX23064714	SAMN39203515	GSM7998868	MNG225		brain			Tumor	brain and CNS	meningioma
SRR27388480	SRX23064715	SAMN39203514	GSM7998869	MNG226		brain			Tumor	brain and CNS	meningioma
SRR27388479	SRX23064716	SAMN39203513	GSM7998870	MNG227		brain			Tumor	brain and CNS	meningioma
SRR27388478	SRX23064717	SAMN39203512	GSM7998871	MNG228		brain			Tumor	brain and CNS	meningioma
SRR27388477	SRX23064718	SAMN39203511	GSM7998872	MNG229		brain			Tumor	brain and CNS	meningioma
SRR27388476	SRX23064719	SAMN39203510	GSM7998873	MNG230		brain			Tumor	brain and CNS	meningioma
SRR27388475	SRX23064720	SAMN39203509	GSM7998874	MNG231		brain			Tumor	brain and CNS	meningioma
SRR27388474	SRX23064721	SAMN39203508	GSM7998875	MNG232		brain			Tumor	brain and CNS	meningioma
SRR27388473	SRX23064722	SAMN39203507	GSM7998876	MNG233		brain			Tumor	brain and CNS	meningioma
SRR27388472	SRX23064723	SAMN39203506	GSM7998877	MNG234		brain			Tumor	brain and CNS	meningioma
SRR27388471	SRX23064724	SAMN39203505	GSM7998878	MNG235		brain			Tumor	brain and CNS	meningioma
SRR27388683	SRX23064791	SAMN39203504	GSM7998879	MNG236		brain			Tumor	brain and CNS	meningioma
SRR27388682	SRX23064792	SAMN39203503	GSM7998880	MNG237		brain			Tumor	brain and CNS	meningioma
SRR27388681	SRX23064793	SAMN39203502	GSM7998881	MNG238		brain			Tumor	brain and CNS	meningioma
SRR27388680	SRX23064794	SAMN39203501	GSM7998882	MNG239		brain			Tumor	brain and CNS	meningioma
SRR27388679	SRX23064795	SAMN39203500	GSM7998883	MNG240		brain			Tumor	brain and CNS	meningioma
SRR27388678	SRX23064796	SAMN39203499	GSM7998884	MNG241		brain			Tumor	brain and CNS	meningioma
SRR27388677	SRX23064797	SAMN39203498	GSM7998885	MNG242		brain			Tumor	brain and CNS	meningioma
SRR27388676	SRX23064798	SAMN39203497	GSM7998886	MNG243		brain			Tumor	brain and CNS	meningioma
SRR27388675	SRX23064799	SAMN39203496	GSM7998887	MNG244		brain			Tumor	brain and CNS	meningioma
SRR27388674	SRX23064800	SAMN39203495	GSM7998888	MNG245		brain			Tumor	brain and CNS	meningioma
SRR27388673	SRX23064801	SAMN39203494	GSM7998889	MNG246		brain			Tumor	brain and CNS	meningioma
SRR27388672	SRX23064802	SAMN39203493	GSM7998890	MNG247		brain			Tumor	brain and CNS	meningioma
SRR27388671	SRX23064803	SAMN39203492	GSM7998891	MNG248		brain			Tumor	brain and CNS	meningioma
SRR27388670	SRX23064804	SAMN39203491	GSM7998892	MNG249		brain			Tumor	brain and CNS	meningioma
SRR27388669	SRX23064805	SAMN39203490	GSM7998893	MNG250		brain			Tumor	brain and CNS	meningioma
SRR27388668	SRX23064806	SAMN39203489	GSM7998894	MNG251		brain			Tumor	brain and CNS	meningioma
SRR27388603	SRX23064871	SAMN39203488	GSM7998895	MNG252		brain			Tumor	brain and CNS	meningioma
SRR27388602	SRX23064872	SAMN39203487	GSM7998896	MNG253		brain			Tumor	brain and CNS	meningioma
SRR27388601	SRX23064873	SAMN39203486	GSM7998897	MNG254		brain			Tumor	brain and CNS	meningioma
SRR27388600	SRX23064874	SAMN39203485	GSM7998898	MNG255		brain			Tumor	brain and CNS	meningioma
SRR27388599	SRX23064875	SAMN39203484	GSM7998899	MNG256		brain			Tumor	brain and CNS	meningioma
SRR27388598	SRX23064876	SAMN39203483	GSM7998900	MNG257		brain			Tumor	brain and CNS	meningioma
SRR27388597	SRX23064877	SAMN39203482	GSM7998901	MNG258		brain			Tumor	brain and CNS	meningioma
SRR27388596	SRX23064878	SAMN39203481	GSM7998902	MNG259		brain			Tumor	brain and CNS	meningioma
SRR27388595	SRX23064879	SAMN39203480	GSM7998903	MNG260		brain			Tumor	brain and CNS	meningioma
SRR27388594	SRX23064880	SAMN39203479	GSM7998904	MNG261		brain			Tumor	brain and CNS	meningioma
SRR27388593	SRX23064881	SAMN39203478	GSM7998905	MNG262		brain			Tumor	brain and CNS	meningioma
SRR27388592	SRX23064882	SAMN39203477	GSM7998906	MNG263		brain			Tumor	brain and CNS	meningioma
SRR27388591	SRX23064883	SAMN39203476	GSM7998907	MNG264		brain			Tumor	brain and CNS	meningioma
SRR27388590	SRX23064884	SAMN39203475	GSM7998908	MNG265		brain			Tumor	brain and CNS	meningioma
SRR27388589	SRX23064885	SAMN39203474	GSM7998909	MNG266		brain			Tumor	brain and CNS	meningioma
SRR27388588	SRX23064886	SAMN39203473	GSM7998910	MNG267		brain			Tumor	brain and CNS	meningioma
SRR27388539	SRX23064935	SAMN39203472	GSM7998911	MNG268		brain			Tumor	brain and CNS	meningioma
SRR27388538	SRX23064936	SAMN39203471	GSM7998912	MNG269		brain			Tumor	brain and CNS	meningioma
SRR27388537	SRX23064937	SAMN39203470	GSM7998913	MNG270		brain			Tumor	brain and CNS	meningioma
SRR27388536	SRX23064938	SAMN39203469	GSM7998914	MNG271		brain			Tumor	brain and CNS	meningioma
SRR27388535	SRX23064939	SAMN39203468	GSM7998915	MNG272		brain			Tumor	brain and CNS	meningioma
SRR27388534	SRX23064940	SAMN39203467	GSM7998916	MNG273		brain			Tumor	brain and CNS	meningioma
SRR27388533	SRX23064941	SAMN39203466	GSM7998917	MNG274		brain			Tumor	brain and CNS	meningioma
SRR27388532	SRX23064942	SAMN39203465	GSM7998918	MNG275		brain			Tumor	brain and CNS	meningioma
SRR27388531	SRX23064943	SAMN39203464	GSM7998919	MNG276		brain			Tumor	brain and CNS	meningioma
SRR27388530	SRX23064944	SAMN39203463	GSM7998920	MNG277		brain			Tumor	brain and CNS	meningioma
SRR27388529	SRX23064666	SAMN39203462	GSM7998921	MNG278		brain			Tumor	brain and CNS	meningioma
SRR27388528	SRX23064667	SAMN39203461	GSM7998922	MNG279		brain			Tumor	brain and CNS	meningioma
SRR27388527	SRX23064668	SAMN39203460	GSM7998923	MNG280		brain			Tumor	brain and CNS	meningioma
SRR27388526	SRX23064669	SAMN39203459	GSM7998924	MNG281		brain			Tumor	brain and CNS	meningioma
SRR27388525	SRX23064670	SAMN39203458	GSM7998925	MNG282		brain			Tumor	brain and CNS	meningioma
SRR27388524	SRX23064671	SAMN39203457	GSM7998926	MNG283		brain			Tumor	brain and CNS	meningioma
SRR27388470	SRX23064725	SAMN39203456	GSM7998927	MNG284		brain			Tumor	brain and CNS	meningioma
SRR27388469	SRX23064726	SAMN39203455	GSM7998928	MNG285		brain			Tumor	brain and CNS	meningioma
SRR27388468	SRX23064727	SAMN39203454	GSM7998929	MNG286		brain			Tumor	brain and CNS	meningioma
SRR27388467	SRX23064728	SAMN39203453	GSM7998930	MNG287		brain			Tumor	brain and CNS	meningioma
SRR27388466	SRX23064729	SAMN39203452	GSM7998931	MNG288		brain			Tumor	brain and CNS	meningioma
SRR27388465	SRX23064730	SAMN39203451	GSM7998932	MNG289		brain			Tumor	brain and CNS	meningioma
SRR27388464	SRX23064731	SAMN39203450	GSM7998933	MNG290		brain			Tumor	brain and CNS	meningioma
SRR27388463	SRX23064732	SAMN39203449	GSM7998934	MNG291		brain			Tumor	brain and CNS	meningioma
SRR27388462	SRX23064733	SAMN39203448	GSM7998935	MNG292		brain			Tumor	brain and CNS	meningioma
SRR27388461	SRX23064734	SAMN39203447	GSM7998936	MNG293		brain			Tumor	brain and CNS	meningioma
SRR27388460	SRX23064735	SAMN39203446	GSM7998937	MNG294		brain			Tumor	brain and CNS	meningioma
SRR27388459	SRX23064736	SAMN39203445	GSM7998938	MNG295		brain			Tumor	brain and CNS	meningioma
SRR27388458	SRX23064737	SAMN39203444	GSM7998939	MNG296		brain			Tumor	brain and CNS	meningioma
SRR27388457	SRX23064738	SAMN39203443	GSM7998940	MNG297		brain			Tumor	brain and CNS	meningioma
SRR27388456	SRX23064739	SAMN39203442	GSM7998941	MNG298		brain			Tumor	brain and CNS	meningioma
SRR27388455	SRX23064740	SAMN39203441	GSM7998942	MNG299		brain			Tumor	brain and CNS	meningioma
SRR27388667	SRX23064807	SAMN39203440	GSM7998943	MNG300		brain			Tumor	brain and CNS	meningioma
SRR27388666	SRX23064808	SAMN39203439	GSM7998944	MNG301		brain			Tumor	brain and CNS	meningioma
SRR27388665	SRX23064809	SAMN39203438	GSM7998945	MNG302		brain			Tumor	brain and CNS	meningioma
SRR27388664	SRX23064810	SAMN39203437	GSM7998946	MNG303		brain			Tumor	brain and CNS	meningioma
SRR27388663	SRX23064811	SAMN39203436	GSM7998947	MNG304		brain			Tumor	brain and CNS	meningioma
SRR27388662	SRX23064812	SAMN39203435	GSM7998948	MNG305		brain			Tumor	brain and CNS	meningioma
SRR27388661	SRX23064813	SAMN39203434	GSM7998949	MNG306		brain			Tumor	brain and CNS	meningioma
SRR27388660	SRX23064814	SAMN39203433	GSM7998950	MNG307		brain			Tumor	brain and CNS	meningioma
SRR27388659	SRX23064815	SAMN39203432	GSM7998951	MNG308		brain			Tumor	brain and CNS	meningioma
SRR27388658	SRX23064816	SAMN39203431	GSM7998952	MNG309		brain			Tumor	brain and CNS	meningioma
SRR27388657	SRX23064817	SAMN39203430	GSM7998953	MNG310		brain			Tumor	brain and CNS	meningioma
SRR27388656	SRX23064818	SAMN39203429	GSM7998954	MNG311		brain			Tumor	brain and CNS	meningioma
SRR27388655	SRX23064819	SAMN39203428	GSM7998955	MNG312		brain			Tumor	brain and CNS	meningioma
SRR27388654	SRX23064820	SAMN39203427	GSM7998956	MNG313		brain			Tumor	brain and CNS	meningioma
SRR27388653	SRX23064821	SAMN39203426	GSM7998957	MNG314		brain			Tumor	brain and CNS	meningioma
SRR27388652	SRX23064822	SAMN39203425	GSM7998958	MNG315		brain			Tumor	brain and CNS	meningioma
SRR27388587	SRX23064887	SAMN39203424	GSM7998959	MNG316		brain			Tumor	brain and CNS	meningioma
SRR27388586	SRX23064888	SAMN39203423	GSM7998960	MNG317		brain			Tumor	brain and CNS	meningioma
SRR27388585	SRX23064889	SAMN39203422	GSM7998961	MNG318		brain			Tumor	brain and CNS	meningioma
SRR27388584	SRX23064890	SAMN39203421	GSM7998962	MNG319		brain			Tumor	brain and CNS	meningioma
SRR27388583	SRX23064891	SAMN39203420	GSM7998963	MNG320		brain			Tumor	brain and CNS	meningioma
SRR27388582	SRX23064892	SAMN39203419	GSM7998964	MNG321		brain			Tumor	brain and CNS	meningioma
SRR27388581	SRX23064893	SAMN39203418	GSM7998965	MNG322		brain			Tumor	brain and CNS	meningioma
SRR27388580	SRX23064894	SAMN39203417	GSM7998966	MNG323		brain			Tumor	brain and CNS	meningioma
SRR27388579	SRX23064895	SAMN39203416	GSM7998967	MNG324		brain			Tumor	brain and CNS	meningioma
SRR27388578	SRX23064896	SAMN39203415	GSM7998968	MNG325		brain			Tumor	brain and CNS	meningioma
SRR27388577	SRX23064897	SAMN39203414	GSM7998969	MNG326		brain			Tumor	brain and CNS	meningioma
SRR27388576	SRX23064898	SAMN39203413	GSM7998970	MNG327		brain			Tumor	brain and CNS	meningioma
SRR27388575	SRX23064899	SAMN39203412	GSM7998971	MNG328		brain			Tumor	brain and CNS	meningioma
SRR27388574	SRX23064900	SAMN39203411	GSM7998972	MNG329		brain			Tumor	brain and CNS	meningioma
SRR27388573	SRX23064901	SAMN39203410	GSM7998973	MNG330		brain			Tumor	brain and CNS	meningioma
SRR27388572	SRX23064902	SAMN39203409	GSM7998974	MNG331		brain			Tumor	brain and CNS	meningioma
SRR27388523	SRX23064672	SAMN39203408	GSM7998975	MNG332		brain			Tumor	brain and CNS	meningioma
SRR27388522	SRX23064673	SAMN39203407	GSM7998976	MNG333		brain			Tumor	brain and CNS	meningioma
SRR27388521	SRX23064674	SAMN39203406	GSM7998977	MNG334		brain			Tumor	brain and CNS	meningioma
SRR27388520	SRX23064675	SAMN39203405	GSM7998978	MNG335		brain			Tumor	brain and CNS	meningioma
SRR27388519	SRX23064676	SAMN39203404	GSM7998979	MNG336		brain			Tumor	brain and CNS	meningioma
SRR27388518	SRX23064677	SAMN39203403	GSM7998980	MNG337		brain			Tumor	brain and CNS	meningioma
SRR27388517	SRX23064678	SAMN39203402	GSM7998981	MNG338		brain			Tumor	brain and CNS	meningioma
SRR27388516	SRX23064679	SAMN39203401	GSM7998982	MNG339		brain			Tumor	brain and CNS	meningioma
SRR27388515	SRX23064680	SAMN39203400	GSM7998983	MNG340		brain			Tumor	brain and CNS	meningioma
SRR27388514	SRX23064681	SAMN39203399	GSM7998984	MNG341		brain			Tumor	brain and CNS	meningioma
SRR27388513	SRX23064682	SAMN39203398	GSM7998985	MNG342		brain			Tumor	brain and CNS	meningioma
SRR27388512	SRX23064683	SAMN39203397	GSM7998986	MNG343		brain			Tumor	brain and CNS	meningioma
SRR27388511	SRX23064684	SAMN39203396	GSM7998987	MNG344		brain			Tumor	brain and CNS	meningioma
SRR27388510	SRX23064685	SAMN39203395	GSM7998988	MNG345		brain			Tumor	brain and CNS	meningioma
SRR27388509	SRX23064686	SAMN39203394	GSM7998989	MNG346		brain			Tumor	brain and CNS	meningioma
SRR27388508	SRX23064687	SAMN39203393	GSM7998990	MNG347		brain			Tumor	brain and CNS	meningioma
SRR27388454	SRX23064741	SAMN39203392	GSM7998991	MNG348		brain			Tumor	brain and CNS	meningioma
SRR27388453	SRX23064742	SAMN39203391	GSM7998992	MNG349		brain			Tumor	brain and CNS	meningioma
SRR27388452	SRX23064743	SAMN39203390	GSM7998993	MNG350		brain			Tumor	brain and CNS	meningioma
SRR27388451	SRX23064744	SAMN39203389	GSM7998994	MNG351		brain			Tumor	brain and CNS	meningioma
SRR27388450	SRX23064745	SAMN39203388	GSM7998995	MNG352		brain			Tumor	brain and CNS	meningioma
SRR27388449	SRX23064746	SAMN39203387	GSM7998996	MNG353		brain			Tumor	brain and CNS	meningioma
SRR27388448	SRX23064747	SAMN39203386	GSM7998997	MNG354		brain			Tumor	brain and CNS	meningioma
SRR27388447	SRX23064748	SAMN39203385	GSM7998998	MNG355		brain			Tumor	brain and CNS	meningioma
SRR27388446	SRX23064749	SAMN39203384	GSM7998999	MNG356		brain			Tumor	brain and CNS	meningioma
SRR27388445	SRX23064750	SAMN39203383	GSM7999000	MNG357		brain			Tumor	brain and CNS	meningioma
SRR27388444	SRX23064751	SAMN39203382	GSM7999001	MNG358		brain			Tumor	brain and CNS	meningioma
SRR27388443	SRX23064752	SAMN39203381	GSM7999002	MNG359		brain			Tumor	brain and CNS	meningioma
SRR27388442	SRX23064753	SAMN39203380	GSM7999003	MNG360		brain			Tumor	brain and CNS	meningioma
SRR27388441	SRX23064754	SAMN39203379	GSM7999004	MNG361		brain			Tumor	brain and CNS	meningioma
SRR27388440	SRX23064755	SAMN39203378	GSM7999005	MNG362		brain			Tumor	brain and CNS	meningioma
SRR27388439	SRX23064756	SAMN39203377	GSM7999006	MNG363		brain			Tumor	brain and CNS	meningioma
SRR27388651	SRX23064823	SAMN39203376	GSM7999007	MNG364		brain			Tumor	brain and CNS	meningioma
SRR27388650	SRX23064824	SAMN39203375	GSM7999008	MNG365		brain			Tumor	brain and CNS	meningioma
SRR27388649	SRX23064825	SAMN39203374	GSM7999009	MNG366		brain			Tumor	brain and CNS	meningioma
SRR27388648	SRX23064826	SAMN39203373	GSM7999010	MNG367		brain			Tumor	brain and CNS	meningioma
SRR27388647	SRX23064827	SAMN39203372	GSM7999011	MNG368		brain			Tumor	brain and CNS	meningioma
SRR27388646	SRX23064828	SAMN39203371	GSM7999012	MNG369		brain			Tumor	brain and CNS	meningioma
SRR27388645	SRX23064829	SAMN39203370	GSM7999013	MNG370		brain			Tumor	brain and CNS	meningioma
SRR27388644	SRX23064830	SAMN39203369	GSM7999014	MNG892		brain			Tumor	brain and CNS	meningioma
SRR27388643	SRX23064831	SAMN39203368	GSM7999015	MNG893		brain			Tumor	brain and CNS	meningioma
SRR27388642	SRX23064832	SAMN39203367	GSM7999016	MNG894		brain			Tumor	brain and CNS	meningioma
SRR27388641	SRX23064833	SAMN39203366	GSM7999017	MNG895		brain			Tumor	brain and CNS	meningioma
SRR27388640	SRX23064834	SAMN39203365	GSM7999018	MNG896		brain			Tumor	brain and CNS	meningioma
SRR27388639	SRX23064835	SAMN39203364	GSM7999019	MNG897		brain			Tumor	brain and CNS	meningioma
SRR27388638	SRX23064836	SAMN39203363	GSM7999020	MNG898		brain			Tumor	brain and CNS	meningioma
SRR27388637	SRX23064837	SAMN39203362	GSM7999021	MNG899		brain			Tumor	brain and CNS	meningioma
SRR27388636	SRX23064838	SAMN39203361	GSM7999022	MNG900		brain			Tumor	brain and CNS	meningioma
SRR27388507	SRX23064688	SAMN39203360	GSM7999023	MNG901		brain			Tumor	brain and CNS	meningioma
SRR27388506	SRX23064689	SAMN39203359	GSM7999024	MNG902		brain			Tumor	brain and CNS	meningioma
SRR27388505	SRX23064690	SAMN39203358	GSM7999025	MNG903		brain			Tumor	brain and CNS	meningioma
SRR27388504	SRX23064691	SAMN39203357	GSM7999026	MNG904		brain			Tumor	brain and CNS	meningioma
SRR27388503	SRX23064692	SAMN39203356	GSM7999027	MNG905		brain			Tumor	brain and CNS	meningioma
SRR27388502	SRX23064693	SAMN39203355	GSM7999028	MNG906		brain			Tumor	brain and CNS	meningioma
SRR27388501	SRX23064694	SAMN39203354	GSM7999029	MNG907		brain			Tumor	brain and CNS	meningioma
SRR27388500	SRX23064695	SAMN39203353	GSM7999030	MNG908		brain			Tumor	brain and CNS	meningioma
SRR27388499	SRX23064696	SAMN39203352	GSM7999031	MNG909		brain			Tumor	brain and CNS	meningioma
SRR27388498	SRX23064697	SAMN39203351	GSM7999032	MNG910		brain			Tumor	brain and CNS	meningioma
SRR27388497	SRX23064698	SAMN39203350	GSM7999033	MNG911		brain			Tumor	brain and CNS	meningioma
SRR27388496	SRX23064699	SAMN39203349	GSM7999034	MNG912		brain			Tumor	brain and CNS	meningioma
SRR27388495	SRX23064700	SAMN39203348	GSM7999035	MNG913		brain			Tumor	brain and CNS	meningioma
SRR27388494	SRX23064701	SAMN39203347	GSM7999036	MNG914		brain			Tumor	brain and CNS	meningioma
SRR27388493	SRX23064702	SAMN39203346	GSM7999037	MNG915		brain			Tumor	brain and CNS	meningioma
SRR27388492	SRX23064703	SAMN39203345	GSM7999038	MNG916		brain			Tumor	brain and CNS	meningioma
SRR27388438	SRX23064757	SAMN39203344	GSM7999039	MNG917		brain			Tumor	brain and CNS	meningioma
SRR27388437	SRX23064758	SAMN39203343	GSM7999040	MNG918		brain			Tumor	brain and CNS	meningioma
SRR27388436	SRX23064759	SAMN39203342	GSM7999041	MNG919		brain			Tumor	brain and CNS	meningioma
SRR27388435	SRX23064760	SAMN39203341	GSM7999042	MNG920		brain			Tumor	brain and CNS	meningioma
SRR27388434	SRX23064761	SAMN39203340	GSM7999043	MNG921		brain			Tumor	brain and CNS	meningioma
SRR27388433	SRX23064762	SAMN39203339	GSM7999044	MNG922		brain			Tumor	brain and CNS	meningioma
SRR27388432	SRX23064763	SAMN39203338	GSM7999045	MNG923		brain			Tumor	brain and CNS	meningioma
SRR27388431	SRX23064764	SAMN39203337	GSM7999046	MNG924		brain			Tumor	brain and CNS	meningioma
SRR27388430	SRX23064765	SAMN39203336	GSM7999047	MNG925		brain			Tumor	brain and CNS	meningioma
SRR27388429	SRX23064766	SAMN39203335	GSM7999048	MNG926		brain			Tumor	brain and CNS	meningioma
SRR27388428	SRX23064767	SAMN39203334	GSM7999049	MNG927		brain			Tumor	brain and CNS	meningioma
SRR27388427	SRX23064768	SAMN39203333	GSM7999050	MNG928		brain			Tumor	brain and CNS	meningioma
SRR27388426	SRX23064769	SAMN39203332	GSM7999051	MNG929		brain			Tumor	brain and CNS	meningioma
SRR27388425	SRX23064770	SAMN39203331	GSM7999052	MNG930		brain			Tumor	brain and CNS	meningioma
SRR27388424	SRX23064771	SAMN39203330	GSM7999053	MNG931		brain			Tumor	brain and CNS	meningioma
SRR27388423	SRX23064772	SAMN39203329	GSM7999054	MNG932		brain			Tumor	brain and CNS	meningioma
SRR27388635	SRX23064839	SAMN39203328	GSM7999055	MNG933		brain			Tumor	brain and CNS	meningioma
SRR27388634	SRX23064840	SAMN39203327	GSM7999056	MNG934		brain			Tumor	brain and CNS	meningioma
SRR27388633	SRX23064841	SAMN39203326	GSM7999057	MNG935		brain			Tumor	brain and CNS	meningioma
SRR27388632	SRX23064842	SAMN39203325	GSM7999058	MNG936		brain			Tumor	brain and CNS	meningioma
SRR27388631	SRX23064843	SAMN39203324	GSM7999059	MNG937		brain			Tumor	brain and CNS	meningioma
SRR27388630	SRX23064844	SAMN39203323	GSM7999060	MNG938		brain			Tumor	brain and CNS	meningioma
SRR27388629	SRX23064845	SAMN39203322	GSM7999061	MNG939		brain			Tumor	brain and CNS	meningioma
SRR27388628	SRX23064846	SAMN39203321	GSM7999062	MNG940		brain			Tumor	brain and CNS	meningioma
SRR27388627	SRX23064847	SAMN39203320	GSM7999063	MNG941		brain			Tumor	brain and CNS	meningioma
SRR27388626	SRX23064848	SAMN39203319	GSM7999064	MNG942		brain			Tumor	brain and CNS	meningioma
SRR27388625	SRX23064849	SAMN39203318	GSM7999065	MNG943		brain			Tumor	brain and CNS	meningioma
SRR27388624	SRX23064850	SAMN39203317	GSM7999066	MNG944		brain			Tumor	brain and CNS	meningioma
SRR27388623	SRX23064851	SAMN39203316	GSM7999067	MNG945		brain			Tumor	brain and CNS	meningioma
SRR27388622	SRX23064852	SAMN39203315	GSM7999068	MNG946		brain			Tumor	brain and CNS	meningioma
SRR27388621	SRX23064853	SAMN39203314	GSM7999069	MNG947		brain			Tumor	brain and CNS	meningioma
