sample_id,srr_ids,r1_list,r2_list
SAMN07246747,SRR5685277,SRR5685277_1.fastq.gz,NA
SAMN07246748,SRR5685276,SRR5685276_1.fastq.gz,NA
SAMN07246749,SRR5685279,SRR5685279_1.fastq.gz,NA
SAMN07246750,SRR5685278,SRR5685278_1.fastq.gz,NA
SAMN07246751,SRR5685281,SRR5685281_1.fastq.gz,NA
SAMN07246752,SRR5685280,SRR5685280_1.fastq.gz,NA
SAMN07246753,SRR5685299,SRR5685299_1.fastq.gz,NA
SAMN07246754,SRR5685300,SRR5685300_1.fastq.gz,NA
SAMN07246755,SRR5685292,SRR5685292_1.fastq.gz,NA
SAMN07246756,SRR5685296,SRR5685296_1.fastq.gz,NA
SAMN07246757,SRR5685246,SRR5685246_1.fastq.gz,NA
SAMN07246758,SRR5685248,SRR5685248_1.fastq.gz,NA
SAMN07246759,SRR5685301,SRR5685301_1.fastq.gz,NA
SAMN07246760,SRR5685263,SRR5685263_1.fastq.gz,NA
SAMN07246761,SRR5685257,SRR5685257_1.fastq.gz,NA
SAMN07246762,SRR5685258,SRR5685258_1.fastq.gz,NA
SAMN07269608,SRR5742687,SRR5742687_1.fastq.gz,NA
SAMN07269609,SRR5742694,SRR5742694_1.fastq.gz,NA
SAMN07269610,SRR5742693,SRR5742693_1.fastq.gz,NA
SAMN07269611,SRR5742692,SRR5742692_1.fastq.gz,NA
SAMN07269612,SRR5742691,SRR5742691_1.fastq.gz,NA
SAMN07269613,SRR5742690,SRR5742690_1.fastq.gz,NA
SAMN07269614,SRR5742689,SRR5742689_1.fastq.gz,NA
SAMN07269615,SRR5742688,SRR5742688_1.fastq.gz,NA
SAMN08737016,SRR6860804,SRR6860804_1.fastq.gz,NA
SAMN08737017,SRR6860803,SRR6860803_1.fastq.gz,NA
SAMN09935523,SRR7768613,SRR7768613_1.fastq.gz,NA
SAMN09935524,SRR7768612,SRR7768612_1.fastq.gz,NA
SAMN09935525,SRR7768611,SRR7768611_1.fastq.gz,NA
SAMN09935526,SRR7768610,SRR7768610_1.fastq.gz,NA
SAMN09935527,SRR7768609,SRR7768609_1.fastq.gz,NA
SAMN09935528,SRR7768608,SRR7768608_1.fastq.gz,NA
SAMN09935529,SRR7768607,SRR7768607_1.fastq.gz,NA
SAMN09935530,SRR7768606,SRR7768606_1.fastq.gz,NA
SAMN09935531,SRR7768605,SRR7768605_1.fastq.gz,NA
SAMN09935532,SRR7768604,SRR7768604_1.fastq.gz,NA
SAMN09935533,SRR7768603,SRR7768603_1.fastq.gz,NA
SAMN09935534,SRR7768602,SRR7768602_1.fastq.gz,NA
SAMN10033065,SRR7818914,SRR7818914_1.fastq.gz,NA
SAMN10033066,SRR7818913,SRR7818913_1.fastq.gz,NA
SAMN10033067,SRR7818912,SRR7818912_1.fastq.gz,NA
SAMN10033068,SRR7818911,SRR7818911_1.fastq.gz,NA
SAMN10033069,SRR7818910,SRR7818910_1.fastq.gz,NA
SAMN10033070,SRR7818909,SRR7818909_1.fastq.gz,NA
SAMN10033071,SRR7818908,SRR7818908_1.fastq.gz,NA
SAMN10033072,SRR7818907,SRR7818907_1.fastq.gz,NA
SAMN10033073,SRR7818906,SRR7818906_1.fastq.gz,NA
SAMN10033074,SRR7818905,SRR7818905_1.fastq.gz,NA
SAMN10033075,SRR7818904,SRR7818904_1.fastq.gz,NA
SAMN10033076,SRR7818903,SRR7818903_1.fastq.gz,NA
SAMN10033077,SRR7818902,SRR7818902_1.fastq.gz,NA
SAMN10033078,SRR7818901,SRR7818901_1.fastq.gz,NA
SAMN10033079,SRR7818900,SRR7818900_1.fastq.gz,NA
SAMN10033080,SRR7818899,SRR7818899_1.fastq.gz,NA
SAMN10033081,SRR7818898,SRR7818898_1.fastq.gz,NA
SAMN10033082,SRR7818897,SRR7818897_1.fastq.gz,NA
SAMN10033083,SRR7818896,SRR7818896_1.fastq.gz,NA
SAMN10033084,SRR7818895,SRR7818895_1.fastq.gz,NA
SAMN11620811,SRR9043644,SRR9043644_1.fastq.gz,NA
SAMN11620812,SRR9043643,SRR9043643_1.fastq.gz,NA
SAMN11620813,SRR9043642,SRR9043642_1.fastq.gz,NA
SAMN11620814,SRR9043641,SRR9043641_1.fastq.gz,NA
SAMN11620815,SRR9043640,SRR9043640_1.fastq.gz,NA
SAMN11620816,SRR9043639,SRR9043639_1.fastq.gz,NA
SAMN11620817,SRR9043638,SRR9043638_1.fastq.gz,NA
SAMN11620818,SRR9043637,SRR9043637_1.fastq.gz,NA
SAMN11620819,SRR9043636,SRR9043636_1.fastq.gz,NA
SAMN11620820,SRR9043635,SRR9043635_1.fastq.gz,NA
SAMN11620821,SRR9043634,SRR9043634_1.fastq.gz,NA
SAMN11620822,SRR9043633,SRR9043633_1.fastq.gz,NA
SAMN11620823,SRR9043632,SRR9043632_1.fastq.gz,NA
SAMN11620824,SRR9043631,SRR9043631_1.fastq.gz,NA
SAMN11620825,SRR9043630,SRR9043630_1.fastq.gz,NA
SAMN11620826,SRR9043629,SRR9043629_1.fastq.gz,NA
SAMN11620827,SRR9043628,SRR9043628_1.fastq.gz,NA
SAMN11620828,SRR9043627,SRR9043627_1.fastq.gz,NA
SAMN11620829,SRR9043626,SRR9043626_1.fastq.gz,NA
SAMN11620830,SRR9043625,SRR9043625_1.fastq.gz,NA
SAMN11620831,SRR9043624,SRR9043624_1.fastq.gz,NA
SAMN11620832,SRR9043623,SRR9043623_1.fastq.gz,NA
SAMN11620833,SRR9043622,SRR9043622_1.fastq.gz,NA
SAMN11620834,SRR9043607,SRR9043607_1.fastq.gz,NA
SAMN11620851,SRR9043651,SRR9043651_1.fastq.gz,NA
SAMN11620852,SRR9043650,SRR9043650_1.fastq.gz,NA
SAMN11620853,SRR9043649,SRR9043649_1.fastq.gz,NA
SAMN11620854,SRR9043648,SRR9043648_1.fastq.gz,NA
