sample_id,srr_ids,r1_list,r2_list
SAMN21555518,SRR16013088,SRR16013088_1.fastq.gz,NA
SAMN21555519,SRR16013089,SRR16013089_1.fastq.gz,NA
SAMN21555520,SRR16013090,SRR16013090_1.fastq.gz,NA
SAMN22060944,SRR16204430,SRR16204430_1.fastq.gz,NA
SAMN22060945,SRR16204431,SRR16204431_1.fastq.gz,NA
SAMN22060947,SRR16204432,SRR16204432_1.fastq.gz,NA
SAMN22060949,SRR16204433,SRR16204433_1.fastq.gz,NA
SAMN22060976,SRR16204438,SRR16204438_1.fastq.gz,NA
SAMN22060977,SRR16204439,SRR16204439_1.fastq.gz,NA
SAMN22658985,SRR16612817,SRR16612817_1.fastq.gz,NA
SAMN22658986,SRR16612818,SRR16612818_1.fastq.gz,NA
SAMN22658987,SRR16612819,SRR16612819_1.fastq.gz,NA
SAMN22658988,SRR16612820,SRR16612820_1.fastq.gz,NA
SAMN22658989,SRR16612821,SRR16612821_1.fastq.gz,NA
SAMN22658990,SRR16612822,SRR16612822_1.fastq.gz,NA
SAMN22658991,SRR16612823,SRR16612823_1.fastq.gz,NA
SAMN22658992,SRR16612824,SRR16612824_1.fastq.gz,NA
SAMN22658993,SRR16612825,SRR16612825_1.fastq.gz,NA
SAMN22658994,SRR16612826,SRR16612826_1.fastq.gz,NA
SAMN22658995,SRR16612830,SRR16612830_1.fastq.gz,NA
SAMN22658996,SRR16612827,SRR16612827_1.fastq.gz,NA
SAMN22658997,SRR16612828,SRR16612828_1.fastq.gz,NA
SAMN22658998,SRR16612829,SRR16612829_1.fastq.gz,NA
SAMN22658999,SRR16612831,SRR16612831_1.fastq.gz,NA
SAMN22659000,SRR16612832,SRR16612832_1.fastq.gz,NA
SAMN22659001,SRR16612833,SRR16612833_1.fastq.gz,NA
SAMN22659002,SRR16612834,SRR16612834_1.fastq.gz,NA
SAMN22659003,SRR16612838,SRR16612838_1.fastq.gz,NA
SAMN22659004,SRR16612835,SRR16612835_1.fastq.gz,NA
SAMN22659005,SRR16612836,SRR16612836_1.fastq.gz,NA
SAMN22659006,SRR16612837,SRR16612837_1.fastq.gz,NA
SAMN22659007,SRR16612839,SRR16612839_1.fastq.gz,NA
SAMN22659008,SRR16612840,SRR16612840_1.fastq.gz,NA
SAMN22659009,SRR16612841,SRR16612841_1.fastq.gz,NA
SAMN22659010,SRR16612842,SRR16612842_1.fastq.gz,NA
SAMN22659011,SRR16612846,SRR16612846_1.fastq.gz,NA
SAMN22659012,SRR16612843,SRR16612843_1.fastq.gz,NA
SAMN22659013,SRR16612844,SRR16612844_1.fastq.gz,NA
SAMN22659014,SRR16612845,SRR16612845_1.fastq.gz,NA
SAMN22659015,SRR16612847,SRR16612847_1.fastq.gz,NA
SAMN22659016,SRR16612848,SRR16612848_1.fastq.gz,NA
SAMN22659017,SRR16612849,SRR16612849_1.fastq.gz,NA
SAMN22659018,SRR16612850,SRR16612850_1.fastq.gz,NA
SAMN23133684,SRR16940432,SRR16940432_1.fastq.gz,NA
SAMN23133685,SRR16940431,SRR16940431_1.fastq.gz,NA
SAMN23133688,SRR16940450,SRR16940450_1.fastq.gz,NA
SAMN23133689,SRR16940439,SRR16940439_1.fastq.gz,NA
SAMN23133692,SRR16940430,SRR16940430_1.fastq.gz,NA
SAMN23133693,SRR16940429,SRR16940429_1.fastq.gz,NA
SAMN23133696,SRR16940464,SRR16940464_1.fastq.gz,NA
SAMN23133697,SRR16940463,SRR16940463_1.fastq.gz,NA
SAMN23133700,SRR16940460,SRR16940460_1.fastq.gz,NA
SAMN23133701,SRR16940459,SRR16940459_1.fastq.gz,NA
SAMN23133704,SRR16940455,SRR16940455_1.fastq.gz,NA
SAMN23133705,SRR16940454,SRR16940454_1.fastq.gz,NA
SAMN23133708,SRR16940451,SRR16940451_1.fastq.gz,NA
SAMN23133709,SRR16940428,SRR16940428_1.fastq.gz,NA
SAMN23133712,SRR16940425,SRR16940425_1.fastq.gz,NA
SAMN23133713,SRR16940424,SRR16940424_1.fastq.gz,NA
SAMN23133716,SRR16940420,SRR16940420_1.fastq.gz,NA
SAMN23133717,SRR16940419,SRR16940419_1.fastq.gz,NA
SAMN23133720,SRR16940416,SRR16940416_1.fastq.gz,NA
SAMN23133721,SRR16940415,SRR16940415_1.fastq.gz,NA
SAMN23133724,SRR16940449,SRR16940449_1.fastq.gz,NA
SAMN23133725,SRR16940448,SRR16940448_1.fastq.gz,NA
SAMN23605369,SRR17120878,SRR17120878_1.fastq.gz,NA
SAMN23605398,SRR17120901,SRR17120901_1.fastq.gz,NA
SAMN24437315,SRR17335091,SRR17335091_1.fastq.gz,NA
SAMN24437316,SRR17335067,SRR17335067_1.fastq.gz,NA
SAMN24437317,SRR17335068,SRR17335068_1.fastq.gz,NA
SAMN24437318,SRR17335069,SRR17335069_1.fastq.gz,NA
SAMN24437319,SRR17335070,SRR17335070_1.fastq.gz,NA
SAMN24437320,SRR17335071,SRR17335071_1.fastq.gz,NA
SAMN24437321,SRR17335072,SRR17335072_1.fastq.gz,NA
SAMN24437322,SRR17335073,SRR17335073_1.fastq.gz,NA
SAMN24437323,SRR17335074,SRR17335074_1.fastq.gz,NA
SAMN24437324,SRR17335075,SRR17335075_1.fastq.gz,NA
SAMN24437325,SRR17335076,SRR17335076_1.fastq.gz,NA
SAMN24437326,SRR17335077,SRR17335077_1.fastq.gz,NA
SAMN24437327,SRR17335078,SRR17335078_1.fastq.gz,NA
SAMN24437328,SRR17335079,SRR17335079_1.fastq.gz,NA
SAMN24437329,SRR17335080,SRR17335080_1.fastq.gz,NA
SAMN24437330,SRR17335081,SRR17335081_1.fastq.gz,NA
SAMN24437331,SRR17335082,SRR17335082_1.fastq.gz,NA
SAMN24437332,SRR17335083,SRR17335083_1.fastq.gz,NA
SAMN24437333,SRR17335084,SRR17335084_1.fastq.gz,NA
SAMN24437334,SRR17335085,SRR17335085_1.fastq.gz,NA
SAMN24437335,SRR17335086,SRR17335086_1.fastq.gz,NA
SAMN24437336,SRR17335087,SRR17335087_1.fastq.gz,NA
SAMN24437337,SRR17335088,SRR17335088_1.fastq.gz,NA
SAMN24437338,SRR17335089,SRR17335089_1.fastq.gz,NA
SAMN24437339,SRR17335090,SRR17335090_1.fastq.gz,NA
SAMN24437340,SRR17335092,SRR17335092_1.fastq.gz,NA
SAMN24437341,SRR17335093,SRR17335093_1.fastq.gz,NA
SAMN24437342,SRR17335094,SRR17335094_1.fastq.gz,NA
SAMN26850974,SRR21201388,SRR21201388_1.fastq.gz,NA
SAMN26851002,SRR21201291,SRR21201291_1.fastq.gz,NA
SAMN28084085,SRR24889140,SRR24889140_1.fastq.gz,NA
SAMN28084089,SRR24889164,SRR24889164_1.fastq.gz,NA
SAMN28084090,SRR24889152,SRR24889152_1.fastq.gz,NA
SAMN28084097,SRR24889162,SRR24889162_1.fastq.gz,NA
SAMN28084103,SRR24889158,SRR24889158_1.fastq.gz,NA
SAMN28084105,SRR24889142,SRR24889142_1.fastq.gz,NA
SAMN28084106,SRR24889146,SRR24889146_1.fastq.gz,NA
SAMN28084107,SRR24889156,SRR24889156_1.fastq.gz,NA
SAMN28084109,SRR24889160,SRR24889160_1.fastq.gz,NA
SAMN28084111,SRR24889150,SRR24889150_1.fastq.gz,NA
SAMN28156648,SRR19139546,SRR19139546_1.fastq.gz,NA
SAMN28156649,SRR19139547,SRR19139547_1.fastq.gz,NA
SAMN28156650,SRR19139548,SRR19139548_1.fastq.gz,NA
SAMN28156651,SRR19139549,SRR19139549_1.fastq.gz,NA
SAMN28156652,SRR19139550,SRR19139550_1.fastq.gz,NA
SAMN28156653,SRR19139551,SRR19139551_1.fastq.gz,NA
SAMN28156654,SRR19139552,SRR19139552_1.fastq.gz,NA
SAMN28156655,SRR19139553,SRR19139553_1.fastq.gz,NA
SAMN28156656,SRR19139554,SRR19139554_1.fastq.gz,NA
SAMN28156657,SRR19139555,SRR19139555_1.fastq.gz,NA
SAMN28156658,SRR19139556,SRR19139556_1.fastq.gz,NA
SAMN28156659,SRR19139557,SRR19139557_1.fastq.gz,NA
SAMN28156660,SRR19139558,SRR19139558_1.fastq.gz,NA
SAMN28156665,SRR19139563,SRR19139563_1.fastq.gz,NA
SAMN28156666,SRR19139564,SRR19139564_1.fastq.gz,NA
SAMN28156667,SRR19139565,SRR19139565_1.fastq.gz,NA
SAMN28887423,SRR19560223,SRR19560223_1.fastq.gz,NA
SAMN28887424,SRR19560222,SRR19560222_1.fastq.gz,NA
SAMN28887425,SRR19560211,SRR19560211_1.fastq.gz,NA
SAMN28887426,SRR19560210,SRR19560210_1.fastq.gz,NA
SAMN28887427,SRR19560209,SRR19560209_1.fastq.gz,NA
SAMN28887428,SRR19560208,SRR19560208_1.fastq.gz,NA
SAMN28887429,SRR19560207,SRR19560207_1.fastq.gz,NA
SAMN28887430,SRR19560206,SRR19560206_1.fastq.gz,NA
SAMN28887431,SRR19560205,SRR19560205_1.fastq.gz,NA
SAMN28887432,SRR19560204,SRR19560204_1.fastq.gz,NA
SAMN28887433,SRR19560221,SRR19560221_1.fastq.gz,NA
SAMN28887434,SRR19560220,SRR19560220_1.fastq.gz,NA
SAMN28887435,SRR19560219,SRR19560219_1.fastq.gz,NA
SAMN28887436,SRR19560218,SRR19560218_1.fastq.gz,NA
SAMN28887437,SRR19560217,SRR19560217_1.fastq.gz,NA
SAMN28887438,SRR19560216,SRR19560216_1.fastq.gz,NA
SAMN28887439,SRR19560215,SRR19560215_1.fastq.gz,NA
SAMN28887440,SRR19560214,SRR19560214_1.fastq.gz,NA
SAMN28887441,SRR19560213,SRR19560213_1.fastq.gz,NA
SAMN28887442,SRR19560212,SRR19560212_1.fastq.gz,NA
SAMN29477816,SRR24048125,SRR24048125_1.fastq.gz,NA
SAMN29477825,SRR24048109,SRR24048109_1.fastq.gz,NA
SAMN29477844,SRR24048118,SRR24048118_1.fastq.gz,NA
SAMN29477922,SRR24048108,SRR24048108_1.fastq.gz,NA
SAMN29477923,SRR24048143,SRR24048143_1.fastq.gz,NA
SAMN29832535,SRR20313712,SRR20313712_1.fastq.gz,NA
SAMN29832536,SRR20313708,SRR20313708_1.fastq.gz,NA
SAMN29832538,SRR20313709,SRR20313709_1.fastq.gz,NA
SAMN29832540,SRR20313713,SRR20313713_1.fastq.gz,NA
SAMN29832541,SRR20313714,SRR20313714_1.fastq.gz,NA
SAMN29832542,SRR20313719,SRR20313719_1.fastq.gz,NA
SAMN29832543,SRR20313715,SRR20313715_1.fastq.gz,NA
SAMN29832544,SRR20313718,SRR20313718_1.fastq.gz,NA
SAMN29832545,SRR20313716,SRR20313716_1.fastq.gz,NA
SAMN29832546,SRR20313717,SRR20313717_1.fastq.gz,NA
SAMN29832547,SRR20313720,SRR20313720_1.fastq.gz,NA
SAMN29832548,SRR20313721,SRR20313721_1.fastq.gz,NA
SAMN29832549,SRR20313726,SRR20313726_1.fastq.gz,NA
SAMN29832550,SRR20313722,SRR20313722_1.fastq.gz,NA
SAMN29832552,SRR20313723,SRR20313723_1.fastq.gz,NA
SAMN29832553,SRR20313724,SRR20313724_1.fastq.gz,NA
SAMN29832555,SRR20313728,SRR20313728_1.fastq.gz,NA
SAMN29832556,SRR20313733,SRR20313733_1.fastq.gz,NA
SAMN29832557,SRR20313729,SRR20313729_1.fastq.gz,NA
SAMN29832558,SRR20313732,SRR20313732_1.fastq.gz,NA
SAMN29832559,SRR20313730,SRR20313730_1.fastq.gz,NA
SAMN29832560,SRR20313731,SRR20313731_1.fastq.gz,NA
SAMN29832561,SRR20313734,SRR20313734_1.fastq.gz,NA
SAMN29832562,SRR20313735,SRR20313735_1.fastq.gz,NA
SAMN29868486,SRR20340168,SRR20340168_1.fastq.gz,NA
SAMN29868487,SRR20340169,SRR20340169_1.fastq.gz,NA
SAMN29868488,SRR20340170,SRR20340170_1.fastq.gz,NA
SAMN29868489,SRR20340171,SRR20340171_1.fastq.gz,NA
SAMN29868490,SRR20340172,SRR20340172_1.fastq.gz,NA
SAMN29868491,SRR20340173,SRR20340173_1.fastq.gz,NA
SAMN29868492,SRR20340174,SRR20340174_1.fastq.gz,NA
SAMN29868493,SRR20340175,SRR20340175_1.fastq.gz,NA
SAMN29868494,SRR20340176,SRR20340176_1.fastq.gz,NA
SAMN29868495,SRR20340177,SRR20340177_1.fastq.gz,NA
SAMN29868496,SRR20340178,SRR20340178_1.fastq.gz,NA
SAMN29868497,SRR20340179,SRR20340179_1.fastq.gz,NA
SAMN29868498,SRR20340180,SRR20340180_1.fastq.gz,NA
SAMN29868499,SRR20340181,SRR20340181_1.fastq.gz,NA
SAMN29868500,SRR20340182,SRR20340182_1.fastq.gz,NA
SAMN29868501,SRR20340183,SRR20340183_1.fastq.gz,NA
SAMN29868502,SRR20340184,SRR20340184_1.fastq.gz,NA
SAMN29868503,SRR20340185,SRR20340185_1.fastq.gz,NA
SAMN29868504,SRR20340186,SRR20340186_1.fastq.gz,NA
SAMN29868505,SRR20340187,SRR20340187_1.fastq.gz,NA
SAMN29868506,SRR20340204,SRR20340204_1.fastq.gz,NA
SAMN29868507,SRR20340205,SRR20340205_1.fastq.gz,NA
SAMN29868508,SRR20340206,SRR20340206_1.fastq.gz,NA
SAMN29868509,SRR20340207,SRR20340207_1.fastq.gz,NA
SAMN29868510,SRR20340208,SRR20340208_1.fastq.gz,NA
SAMN29868511,SRR20340209,SRR20340209_1.fastq.gz,NA
SAMN29868512,SRR20340210,SRR20340210_1.fastq.gz,NA
SAMN29868513,SRR20340211,SRR20340211_1.fastq.gz,NA
SAMN29868514,SRR20340212,SRR20340212_1.fastq.gz,NA
SAMN29868515,SRR20340213,SRR20340213_1.fastq.gz,NA
SAMN29868516,SRR20340214,SRR20340214_1.fastq.gz,NA
SAMN29868517,SRR20340215,SRR20340215_1.fastq.gz,NA
SAMN29868518,SRR20340216,SRR20340216_1.fastq.gz,NA
SAMN29868519,SRR20340217,SRR20340217_1.fastq.gz,NA
SAMN29868520,SRR20340218,SRR20340218_1.fastq.gz,NA
SAMN29868521,SRR20340219,SRR20340219_1.fastq.gz,NA
SAMN29868522,SRR20340236,SRR20340236_1.fastq.gz,NA
SAMN29868523,SRR20340237,SRR20340237_1.fastq.gz,NA
SAMN29868524,SRR20340238,SRR20340238_1.fastq.gz,NA
SAMN29868525,SRR20340239,SRR20340239_1.fastq.gz,NA
SAMN29868526,SRR20340240,SRR20340240_1.fastq.gz,NA
SAMN29868527,SRR20340241,SRR20340241_1.fastq.gz,NA
SAMN29868528,SRR20340242,SRR20340242_1.fastq.gz,NA
SAMN29868529,SRR20340243,SRR20340243_1.fastq.gz,NA
SAMN29868530,SRR20340244,SRR20340244_1.fastq.gz,NA
SAMN29868531,SRR20340245,SRR20340245_1.fastq.gz,NA
SAMN29868532,SRR20340246,SRR20340246_1.fastq.gz,NA
SAMN29868533,SRR20340247,SRR20340247_1.fastq.gz,NA
SAMN29868534,SRR20340248,SRR20340248_1.fastq.gz,NA
SAMN29868535,SRR20340249,SRR20340249_1.fastq.gz,NA
SAMN29868536,SRR20340250,SRR20340250_1.fastq.gz,NA
SAMN29868537,SRR20340251,SRR20340251_1.fastq.gz,NA
SAMN29868538,SRR20340188,SRR20340188_1.fastq.gz,NA
SAMN29868539,SRR20340189,SRR20340189_1.fastq.gz,NA
SAMN29868540,SRR20340190,SRR20340190_1.fastq.gz,NA
SAMN29868541,SRR20340191,SRR20340191_1.fastq.gz,NA
SAMN29868542,SRR20340192,SRR20340192_1.fastq.gz,NA
SAMN29868543,SRR20340193,SRR20340193_1.fastq.gz,NA
SAMN29868544,SRR20340194,SRR20340194_1.fastq.gz,NA
SAMN29868545,SRR20340195,SRR20340195_1.fastq.gz,NA
SAMN29868546,SRR20340196,SRR20340196_1.fastq.gz,NA
SAMN29868547,SRR20340197,SRR20340197_1.fastq.gz,NA
SAMN29868548,SRR20340198,SRR20340198_1.fastq.gz,NA
SAMN29868549,SRR20340199,SRR20340199_1.fastq.gz,NA
SAMN29868550,SRR20340200,SRR20340200_1.fastq.gz,NA
SAMN29868551,SRR20340201,SRR20340201_1.fastq.gz,NA
SAMN29868552,SRR20340202,SRR20340202_1.fastq.gz,NA
SAMN29868553,SRR20340203,SRR20340203_1.fastq.gz,NA
SAMN29868554,SRR20340220,SRR20340220_1.fastq.gz,NA
SAMN29868555,SRR20340221,SRR20340221_1.fastq.gz,NA
SAMN29868556,SRR20340222,SRR20340222_1.fastq.gz,NA
SAMN29868557,SRR20340223,SRR20340223_1.fastq.gz,NA
SAMN29868558,SRR20340224,SRR20340224_1.fastq.gz,NA
SAMN29868559,SRR20340225,SRR20340225_1.fastq.gz,NA
SAMN29868560,SRR20340226,SRR20340226_1.fastq.gz,NA
SAMN29868561,SRR20340227,SRR20340227_1.fastq.gz,NA
SAMN29868562,SRR20340228,SRR20340228_1.fastq.gz,NA
SAMN29868563,SRR20340229,SRR20340229_1.fastq.gz,NA
SAMN29868564,SRR20340230,SRR20340230_1.fastq.gz,NA
SAMN29868565,SRR20340231,SRR20340231_1.fastq.gz,NA
SAMN29868566,SRR20340232,SRR20340232_1.fastq.gz,NA
SAMN29868567,SRR20340233,SRR20340233_1.fastq.gz,NA
SAMN29868568,SRR20340234,SRR20340234_1.fastq.gz,NA
SAMN29868569,SRR20340235,SRR20340235_1.fastq.gz,NA
SAMN29868570,SRR20340252,SRR20340252_1.fastq.gz,NA
SAMN29868571,SRR20340253,SRR20340253_1.fastq.gz,NA
SAMN29868572,SRR20340254,SRR20340254_1.fastq.gz,NA
SAMN29868573,SRR20340255,SRR20340255_1.fastq.gz,NA
SAMN29868574,SRR20340256,SRR20340256_1.fastq.gz,NA
SAMN29868575,SRR20340257,SRR20340257_1.fastq.gz,NA
SAMN29868576,SRR20340258,SRR20340258_1.fastq.gz,NA
SAMN29868577,SRR20340259,SRR20340259_1.fastq.gz,NA
SAMN29868578,SRR20340260,SRR20340260_1.fastq.gz,NA
SAMN29868579,SRR20340261,SRR20340261_1.fastq.gz,NA
SAMN29868580,SRR20340262,SRR20340262_1.fastq.gz,NA
SAMN29868581,SRR20340263,SRR20340263_1.fastq.gz,NA
SAMN29868582,SRR20340264,SRR20340264_1.fastq.gz,NA
SAMN29868583,SRR20340265,SRR20340265_1.fastq.gz,NA
SAMN29868584,SRR20340266,SRR20340266_1.fastq.gz,NA
SAMN29868585,SRR20340267,SRR20340267_1.fastq.gz,NA
SAMN29868586,SRR20340268,SRR20340268_1.fastq.gz,NA
SAMN29868587,SRR20340269,SRR20340269_1.fastq.gz,NA
SAMN31080973,SRR21833012,SRR21833012_1.fastq.gz,NA
SAMN31080975,SRR21833013,SRR21833013_1.fastq.gz,NA
SAMN31080976,SRR21833010,SRR21833010_1.fastq.gz,NA
SAMN31080982,SRR21833018,SRR21833018_1.fastq.gz,NA
SAMN31080989,SRR21833004,SRR21833004_1.fastq.gz,NA
SAMN31080992,SRR21833014,SRR21833014_1.fastq.gz,NA
SAMN31080993,SRR21833006,SRR21833006_1.fastq.gz,NA
SAMN31080995,SRR21833016,SRR21833016_1.fastq.gz,NA
SAMN31080996,SRR21833008,SRR21833008_1.fastq.gz,NA
SAMN31080997,SRR21833015,SRR21833015_1.fastq.gz,NA
SAMN31081011,SRR21833021,SRR21833021_1.fastq.gz,NA
SAMN31081012,SRR21833019,SRR21833019_1.fastq.gz,NA
SAMN31153072,SRR21833017,SRR21833017_1.fastq.gz,NA
SAMN31153074,SRR21833020,SRR21833020_1.fastq.gz,NA
SAMN31240819,SRR21973951,SRR21973951_1.fastq.gz,NA
SAMN31240820,SRR21974002,SRR21974002_1.fastq.gz,NA
SAMN31240821,SRR21974008,SRR21974008_1.fastq.gz,NA
SAMN31240822,SRR21973960,SRR21973960_1.fastq.gz,NA
SAMN31240824,SRR21973946,SRR21973946_1.fastq.gz,NA
SAMN31240825,SRR21974003,SRR21974003_1.fastq.gz,NA
SAMN31240826,SRR21973889,SRR21973889_1.fastq.gz,NA
SAMN31240827,SRR21974012,SRR21974012_1.fastq.gz,NA
SAMN31240828,SRR21973944,SRR21973944_1.fastq.gz,NA
SAMN31240829,SRR21974014,SRR21974014_1.fastq.gz,NA
SAMN31240830,SRR21973904,SRR21973904_1.fastq.gz,NA
SAMN31240831,SRR21973898,SRR21973898_1.fastq.gz,NA
SAMN31240833,SRR21973973,SRR21973973_1.fastq.gz,NA
SAMN31240834,SRR21973977,SRR21973977_1.fastq.gz,NA
SAMN31240835,SRR21973957,SRR21973957_1.fastq.gz,NA
SAMN31240836,SRR21973980,SRR21973980_1.fastq.gz,NA
SAMN31240837,SRR21973908,SRR21973908_1.fastq.gz,NA
SAMN31240838,SRR21973910,SRR21973910_1.fastq.gz,NA
SAMN31240840,SRR21973997,SRR21973997_1.fastq.gz,NA
SAMN31240841,SRR21973919,SRR21973919_1.fastq.gz,NA
SAMN31240842,SRR21973970,SRR21973970_1.fastq.gz,NA
SAMN31240843,SRR21973924,SRR21973924_1.fastq.gz,NA
SAMN31240844,SRR21973938,SRR21973938_1.fastq.gz,NA
SAMN31240846,SRR21974015,SRR21974015_1.fastq.gz,NA
SAMN31240847,SRR21973958,SRR21973958_1.fastq.gz,NA
SAMN31240848,SRR21973892,SRR21973892_1.fastq.gz,NA
SAMN31240849,SRR21973993,SRR21973993_1.fastq.gz,NA
SAMN31240850,SRR21973989,SRR21973989_1.fastq.gz,NA
SAMN31240851,SRR21973996,SRR21973996_1.fastq.gz,NA
SAMN31240853,SRR21974009,SRR21974009_1.fastq.gz,NA
SAMN31240854,SRR21973952,SRR21973952_1.fastq.gz,NA
SAMN31240855,SRR21973979,SRR21973979_1.fastq.gz,NA
SAMN31240856,SRR21973927,SRR21973927_1.fastq.gz,NA
SAMN31240857,SRR21973935,SRR21973935_1.fastq.gz,NA
SAMN31240858,SRR21973906,SRR21973906_1.fastq.gz,NA
SAMN31240859,SRR21973896,SRR21973896_1.fastq.gz,NA
SAMN31240860,SRR21973988,SRR21973988_1.fastq.gz,NA
SAMN31240861,SRR21973967,SRR21973967_1.fastq.gz,NA
SAMN31240862,SRR21973899,SRR21973899_1.fastq.gz,NA
SAMN31240863,SRR21973954,SRR21973954_1.fastq.gz,NA
SAMN31240864,SRR21973971,SRR21973971_1.fastq.gz,NA
SAMN31240865,SRR21973913,SRR21973913_1.fastq.gz,NA
SAMN31240866,SRR21973941,SRR21973941_1.fastq.gz,NA
SAMN31240867,SRR21973963,SRR21973963_1.fastq.gz,NA
SAMN31240868,SRR21973948,SRR21973948_1.fastq.gz,NA
SAMN31240869,SRR21973923,SRR21973923_1.fastq.gz,NA
SAMN31240870,SRR21974001,SRR21974001_1.fastq.gz,NA
SAMN31240871,SRR21973986,SRR21973986_1.fastq.gz,NA
SAMN31240872,SRR21973918,SRR21973918_1.fastq.gz,NA
SAMN31240873,SRR21973975,SRR21973975_1.fastq.gz,NA
SAMN31240874,SRR21973893,SRR21973893_1.fastq.gz,NA
SAMN31240875,SRR21973991,SRR21973991_1.fastq.gz,NA
SAMN31240876,SRR21973945,SRR21973945_1.fastq.gz,NA
SAMN31240877,SRR21973926,SRR21973926_1.fastq.gz,NA
SAMN31240878,SRR21973987,SRR21973987_1.fastq.gz,NA
SAMN31240879,SRR21974004,SRR21974004_1.fastq.gz,NA
SAMN31240880,SRR21973901,SRR21973901_1.fastq.gz,NA
SAMN31240881,SRR21973956,SRR21973956_1.fastq.gz,NA
SAMN31240882,SRR21973921,SRR21973921_1.fastq.gz,NA
SAMN31240883,SRR21973981,SRR21973981_1.fastq.gz,NA
SAMN31240884,SRR21973940,SRR21973940_1.fastq.gz,NA
SAMN31240885,SRR21973947,SRR21973947_1.fastq.gz,NA
SAMN31240886,SRR21973886,SRR21973886_1.fastq.gz,NA
SAMN31240887,SRR21973887,SRR21973887_1.fastq.gz,NA
SAMN31240888,SRR21973915,SRR21973915_1.fastq.gz,NA
SAMN31240889,SRR21973983,SRR21973983_1.fastq.gz,NA
SAMN31240890,SRR21973964,SRR21973964_1.fastq.gz,NA
SAMN31240891,SRR21973943,SRR21973943_1.fastq.gz,NA
SAMN31240892,SRR21973985,SRR21973985_1.fastq.gz,NA
SAMN31240893,SRR21973974,SRR21973974_1.fastq.gz,NA
SAMN31240894,SRR21973917,SRR21973917_1.fastq.gz,NA
SAMN31240895,SRR21974006,SRR21974006_1.fastq.gz,NA
SAMN31240896,SRR21973933,SRR21973933_1.fastq.gz,NA
SAMN31240897,SRR21973902,SRR21973902_1.fastq.gz,NA
SAMN31240898,SRR21973897,SRR21973897_1.fastq.gz,NA
SAMN31240899,SRR21973992,SRR21973992_1.fastq.gz,NA
SAMN31240900,SRR21973934,SRR21973934_1.fastq.gz,NA
SAMN31240901,SRR21973953,SRR21973953_1.fastq.gz,NA
SAMN31240902,SRR21974016,SRR21974016_1.fastq.gz,NA
SAMN31240903,SRR21973966,SRR21973966_1.fastq.gz,NA
SAMN31240904,SRR21973931,SRR21973931_1.fastq.gz,NA
SAMN31240905,SRR21973911,SRR21973911_1.fastq.gz,NA
SAMN31240906,SRR21973955,SRR21973955_1.fastq.gz,NA
SAMN31240907,SRR21974013,SRR21974013_1.fastq.gz,NA
SAMN31240908,SRR21973890,SRR21973890_1.fastq.gz,NA
SAMN31240909,SRR21973925,SRR21973925_1.fastq.gz,NA
SAMN31240910,SRR21973994,SRR21973994_1.fastq.gz,NA
SAMN31240911,SRR21974005,SRR21974005_1.fastq.gz,NA
SAMN31240912,SRR21973976,SRR21973976_1.fastq.gz,NA
SAMN31240913,SRR21973884,SRR21973884_1.fastq.gz,NA
SAMN31240914,SRR21973929,SRR21973929_1.fastq.gz,NA
SAMN31240915,SRR21973949,SRR21973949_1.fastq.gz,NA
SAMN31240916,SRR21973995,SRR21973995_1.fastq.gz,NA
SAMN31240917,SRR21973969,SRR21973969_1.fastq.gz,NA
SAMN31240918,SRR21973932,SRR21973932_1.fastq.gz,NA
SAMN31240919,SRR21973937,SRR21973937_1.fastq.gz,NA
SAMN31240920,SRR21973950,SRR21973950_1.fastq.gz,NA
SAMN31240921,SRR21974010,SRR21974010_1.fastq.gz,NA
SAMN31240922,SRR21973930,SRR21973930_1.fastq.gz,NA
SAMN31240923,SRR21973895,SRR21973895_1.fastq.gz,NA
SAMN31240924,SRR21973916,SRR21973916_1.fastq.gz,NA
SAMN31240925,SRR21973900,SRR21973900_1.fastq.gz,NA
SAMN31240926,SRR21973936,SRR21973936_1.fastq.gz,NA
SAMN31240927,SRR21973891,SRR21973891_1.fastq.gz,NA
SAMN31240928,SRR21973920,SRR21973920_1.fastq.gz,NA
SAMN31240929,SRR21973888,SRR21973888_1.fastq.gz,NA
SAMN31240930,SRR21973907,SRR21973907_1.fastq.gz,NA
SAMN31240931,SRR21973972,SRR21973972_1.fastq.gz,NA
SAMN31240932,SRR21973905,SRR21973905_1.fastq.gz,NA
SAMN31240933,SRR21973998,SRR21973998_1.fastq.gz,NA
SAMN31240934,SRR21973978,SRR21973978_1.fastq.gz,NA
SAMN31240935,SRR21973928,SRR21973928_1.fastq.gz,NA
SAMN31240936,SRR21973942,SRR21973942_1.fastq.gz,NA
SAMN31240937,SRR21973982,SRR21973982_1.fastq.gz,NA
SAMN31240938,SRR21973968,SRR21973968_1.fastq.gz,NA
SAMN31240939,SRR21973959,SRR21973959_1.fastq.gz,NA
SAMN31240940,SRR21973961,SRR21973961_1.fastq.gz,NA
SAMN31240941,SRR21973922,SRR21973922_1.fastq.gz,NA
SAMN31240942,SRR21973965,SRR21973965_1.fastq.gz,NA
SAMN31240943,SRR21973912,SRR21973912_1.fastq.gz,NA
SAMN31240944,SRR21974000,SRR21974000_1.fastq.gz,NA
SAMN31240945,SRR21973885,SRR21973885_1.fastq.gz,NA
SAMN31240946,SRR21973939,SRR21973939_1.fastq.gz,NA
